COUNTRY,YEAR,CATEGORY,AMOUNT_BILLIONS,PERCENTAGE
Japan,1987,Education,166.313,18.05
Japan,1988,Education,193.037,17.8
Japan,1989,Education,196.051,17.64
Japan,1990,Education,118.749,11.11
Japan,1991,Education,147.573,11.11
Japan,1992,Education,161.028,11.11
Japan,1993,Education,183.53,11.11
Japan,1994,Education,202.213,11.11
Japan,1995,Education,209.567,10.38
Japan,1996,Education,177.797,9.97
Japan,1997,Education,156.613,9.97
Japan,1998,Education,199.144,9.97
Japan,1999,Education,193.869,9.97
Japan,2000,Education,205.352,9.97
Japan,2001,Education,171.556,9.97
Japan,2002,Education,162.755,9.97
Japan,2003,Education,171.733,9.97
Japan,2004,Education,178.178,9.97
Japan,2005,Education,175.677,9.97
Japan,2006,Education,165.026,9.97
Japan,2007,Education,154.929,9.97
Japan,2008,Education,188.306,9.97
Japan,2009,Education,232.708,9.97
Japan,2010,Education,239.594,9.97
Japan,2011,Education,280.005,9.97
Japan,2012,Education,274.433,9.97
Japan,2013,Education,228.418,9.97
Japan,2014,Education,207.898,9.97
Japan,2015,Education,182.26,9.97
Japan,2016,Education,201.997,9.97
Japan,2017,Education,192.911,9.97
Japan,2018,Education,195.706,9.97
Japan,2019,Education,203.059,9.97
Japan,2020,Education,288.209,9.97
Japan,2021,Education,263.167,9.97
Japan,2022,Education,215.527,9.97
Japan,2023,Education,212.468,9.97
Japan,2024,Education,203.027,9.97
Japan,2025,Education,214.906,9.97
Japan,2026,Education,218.129,9.97
Kazakhstan,1946,Education,0.122,14.76
Kazakhstan,1947,Education,0.129,14.76
Kazakhstan,1948,Education,0.135,14.76
Kazakhstan,1949,Education,0.142,14.76
Kazakhstan,1950,Education,0.149,14.76
Kazakhstan,1951,Education,0.156,14.76
Kazakhstan,1952,Education,0.164,14.76
Kazakhstan,1953,Education,0.172,14.76
Kazakhstan,1954,Education,0.181,14.76
Kazakhstan,1955,Education,0.19,14.76
Kazakhstan,1956,Education,0.199,14.76
Kazakhstan,1957,Education,0.209,14.76
Kazakhstan,1958,Education,0.22,14.76
Kazakhstan,1959,Education,0.231,14.76
Kazakhstan,1960,Education,0.242,14.76
Kazakhstan,1961,Education,0.255,14.76
Kazakhstan,1962,Education,0.267,14.76
Kazakhstan,1963,Education,0.281,14.76
Kazakhstan,1964,Education,0.295,14.76
Kazakhstan,1965,Education,0.309,14.76
Kazakhstan,1966,Education,0.325,14.76
Kazakhstan,1967,Education,0.341,14.76
Kazakhstan,1968,Education,0.358,14.76
Kazakhstan,1969,Education,0.376,14.76
Kazakhstan,1970,Education,0.395,14.76
Kazakhstan,1971,Education,0.415,14.76
Kazakhstan,1972,Education,0.435,14.76
Kazakhstan,1973,Education,0.457,14.76
Kazakhstan,1974,Education,0.48,14.76
Kazakhstan,1975,Education,0.504,14.76
Kazakhstan,1976,Education,0.529,14.76
Kazakhstan,1977,Education,0.556,14.76
Kazakhstan,1978,Education,0.584,14.76
Kazakhstan,1979,Education,0.613,14.76
Kazakhstan,1980,Education,0.643,14.76
Kazakhstan,1981,Education,0.676,14.76
Kazakhstan,1982,Education,0.709,14.76
Kazakhstan,1983,Education,0.745,14.76
Kazakhstan,1984,Education,0.782,14.76
Kazakhstan,1985,Education,0.821,14.76
Kazakhstan,1986,Education,0.862,14.76
Kazakhstan,1987,Education,0.905,14.76
Kazakhstan,1988,Education,0.951,14.76
Kazakhstan,1989,Education,0.998,14.76
Kazakhstan,1990,Education,1.048,14.76
Kazakhstan,1991,Education,0.97,14.76
Kazakhstan,1992,Education,0.97,14.76
Kazakhstan,1993,Education,0.911,14.76
Kazakhstan,1994,Education,0.827,14.76
Kazakhstan,1995,Education,0.793,14.76
Kazakhstan,1996,Education,0.819,14.76
Kazakhstan,1997,Education,0.863,14.76
Kazakhstan,1998,Education,0.765,14.76
Kazakhstan,1999,Education,0.497,14.76
Kazakhstan,2000,Education,0.521,14.76
Kazakhstan,2001,Education,0.624,14.76
Kazakhstan,2002,Education,0.649,14.76
Kazakhstan,2003,Education,0.639,10.61
Kazakhstan,2004,Education,0.906,10.61
Kazakhstan,2005,Education,1.362,10.29
Kazakhstan,2006,Education,2.49,13.27
Kazakhstan,2007,Education,2.9,11.94
Kazakhstan,2008,Education,4.219,13.65
Kazakhstan,2009,Education,3.483,13.04
Kazakhstan,2010,Education,5.46,15.92
Kazakhstan,2011,Education,6.997,16.98
Kazakhstan,2012,Education,8.213,17.77
Kazakhstan,2013,Education,8.422,17.32
Kazakhstan,2014,Education,7.667,16.08
Kazakhstan,2015,Education,4.897,12.19
Kazakhstan,2016,Education,4.365,13.84
Kazakhstan,2017,Education,5.098,11.42
Kazakhstan,2018,Education,5.149,13.88
Kazakhstan,2019,Education,5.792,14.11
Kazakhstan,2020,Education,7.292,18
Kazakhstan,2021,Education,9.411,19.83
Kazakhstan,2022,Education,10.286,20.06
Kazakhstan,2023,Education,13.365,20.8
Kazakhstan,2024,Education,15.708,21.96
Kazakhstan,2025,Education,16.504,21.96
Kazakhstan,2026,Education,17.081,21.96
Malaysia,1946,Education,0.046,19.11
Malaysia,1947,Education,0.048,19.11
Malaysia,1948,Education,0.05,19.11
Malaysia,1949,Education,0.053,19.11
Malaysia,1950,Education,0.055,19.11
Malaysia,1951,Education,0.058,19.11
Malaysia,1952,Education,0.061,19.11
Malaysia,1953,Education,0.064,19.11
Malaysia,1954,Education,0.067,19.11
Malaysia,1955,Education,0.071,19.11
Malaysia,1956,Education,0.074,19.11
Malaysia,1957,Education,0.078,19.11
Malaysia,1958,Education,0.082,19.11
Malaysia,1959,Education,0.086,19.11
Malaysia,1960,Education,0.09,19.11
Malaysia,1961,Education,0.09,19.11
Malaysia,1962,Education,0.094,19.11
Malaysia,1963,Education,0.118,19.11
Malaysia,1964,Education,0.126,19.11
Malaysia,1965,Education,0.139,19.11
Malaysia,1966,Education,0.148,19.11
Malaysia,1967,Education,0.15,19.11
Malaysia,1968,Education,0.157,19.11
Malaysia,1969,Education,0.173,19.11
Malaysia,1970,Education,0.182,19.11
Malaysia,1971,Education,0.2,19.11
Malaysia,1972,Education,0.238,19.11
Malaysia,1973,Education,0.361,19.11
Malaysia,1974,Education,0.447,19.11
Malaysia,1975,Education,0.438,19.11
Malaysia,1976,Education,0.521,19.11
Malaysia,1977,Education,0.619,19.11
Malaysia,1978,Education,0.771,19.11
Malaysia,1979,Education,1,19.11
Malaysia,1980,Education,1.154,19.11
Malaysia,1981,Education,1.178,19.11
Malaysia,1982,Education,1.263,19.11
Malaysia,1983,Education,1.43,19.11
Malaysia,1984,Education,1.599,19.11
Malaysia,1985,Education,1.47,19.11
Malaysia,1986,Education,1.307,19.11
Malaysia,1987,Education,1.516,19.11
Malaysia,1988,Education,1.662,19.11
Malaysia,1989,Education,1.831,19.11
Malaysia,1990,Education,2.075,19.11
Malaysia,1991,Education,2.316,19.11
Malaysia,1992,Education,2.788,19.11
Malaysia,1993,Education,2.855,17.31
Malaysia,1994,Education,3.658,19.92
Malaysia,1995,Education,4.265,19.5
Malaysia,1996,Education,5.663,22.77
Malaysia,1997,Education,4.495,20.05
Malaysia,1998,Education,3.392,21.19
Malaysia,1999,Education,4.112,21.19
Malaysia,2000,Education,4.371,21.39
Malaysia,2001,Education,5.588,24.35
Malaysia,2002,Education,6.091,25.9
Malaysia,2003,Education,6.289,24.54
Malaysia,2004,Education,6.532,21.01
Malaysia,2005,Education,5.611,16.75
Malaysia,2006,Education,6.371,16.75
Malaysia,2007,Education,7.459,16.12
Malaysia,2008,Education,8.367,14.04
Malaysia,2009,Education,10.676,18.46
Malaysia,2010,Education,11.294,18.41
Malaysia,2011,Education,16.277,20.98
Malaysia,2012,Education,17.278,19.85
Malaysia,2013,Education,17.092,19.45
Malaysia,2014,Education,17.384,19.8
Malaysia,2015,Education,14.408,19.81
Malaysia,2016,Education,13.853,20.79
Malaysia,2017,Education,14.133,21.21
Malaysia,2018,Education,14.804,19.64
Malaysia,2019,Education,14.753,17.64
Malaysia,2020,Education,12.847,15.62
Malaysia,2021,Education,17.411,20.46
Malaysia,2022,Education,19.405,20.15
Malaysia,2023,Education,12.656,14.1
Malaysia,2024,Education,13.361,14.1
Malaysia,2025,Education,14.942,14.1
Malaysia,2026,Education,15.465,14.1
Mexico,1946,Education,0.124,12.15
Mexico,1947,Education,0.13,12.15
Mexico,1948,Education,0.137,12.15
Mexico,1949,Education,0.144,12.15
Mexico,1950,Education,0.151,12.15
Mexico,1951,Education,0.159,12.15
Mexico,1952,Education,0.167,12.15
Mexico,1953,Education,0.175,12.15
Mexico,1954,Education,0.184,12.15
Mexico,1955,Education,0.193,12.15
Mexico,1956,Education,0.202,12.15
Mexico,1957,Education,0.213,12.15
Mexico,1958,Education,0.223,12.15
Mexico,1959,Education,0.234,12.15
Mexico,1960,Education,0.246,12.15
Mexico,1961,Education,0.267,12.15
Mexico,1962,Education,0.287,12.15
Mexico,1963,Education,0.32,12.15
Mexico,1964,Education,0.379,12.15
Mexico,1965,Education,0.412,12.15
Mexico,1966,Education,0.459,12.15
Mexico,1967,Education,0.501,12.15
Mexico,1968,Education,0.554,12.15
Mexico,1969,Education,0.613,12.15
Mexico,1970,Education,0.67,12.15
Mexico,1971,Education,0.74,12.15
Mexico,1972,Education,0.853,12.15
Mexico,1973,Education,1.077,12.15
Mexico,1974,Education,1.571,12.15
Mexico,1975,Education,2.065,12.15
Mexico,1976,Education,2.182,12.15
Mexico,1977,Education,1.989,12.15
Mexico,1978,Education,2.432,12.15
Mexico,1979,Education,3.313,12.15
Mexico,1980,Education,4.181,12.15
Mexico,1981,Education,6.203,12.15
Mexico,1982,Education,7.581,12.15
Mexico,1983,Education,6.146,12.15
Mexico,1984,Education,6.429,12.15
Mexico,1985,Education,7.497,12.15
Mexico,1986,Education,6.268,12.15
Mexico,1987,Education,7.542,12.15
Mexico,1988,Education,8.085,12.15
Mexico,1989,Education,8.01,12.15
Mexico,1990,Education,8.267,12.15
Mexico,1991,Education,8.067,12.15
Mexico,1992,Education,11.28,15.1
Mexico,1993,Education,18.068,21.56
Mexico,1994,Education,19.118,21.56
Mexico,1995,Education,15.929,24.12
Mexico,1996,Education,12.064,16.32
Mexico,1997,Education,15.361,16.32
Mexico,1998,Education,14.764,16.32
Mexico,1999,Education,18.449,16.69
Mexico,2000,Education,27.153,19.65
Mexico,2001,Education,51.999,20.62
Mexico,2002,Education,55.11,21.46
Mexico,2003,Education,54.492,22.47
Mexico,2004,Education,57.239,22.05
Mexico,2005,Education,63.657,21.9
Mexico,2006,Education,67.29,20.82
Mexico,2007,Education,69.457,19.89
Mexico,2008,Education,63.951,17.38
Mexico,2009,Education,55.798,18.67
Mexico,2010,Education,64.967,18.64
Mexico,2011,Education,72.746,18.42
Mexico,2012,Education,73.164,18.09
Mexico,2013,Education,71.498,16.91
Mexico,2014,Education,82.963,18.81
Mexico,2015,Education,74.137,19.02
Mexico,2016,Education,62.442,17.94
Mexico,2017,Education,64.019,17.58
Mexico,2018,Education,63.713,16.58
Mexico,2019,Education,64.428,16.2
Mexico,2020,Education,60.663,16.2
Mexico,2021,Education,67.242,15.88
Mexico,2022,Education,71.729,14.24
Mexico,2023,Education,88.346,14.24
Mexico,2024,Education,90.122,14.24
Mexico,2025,Education,90.228,14.24
Mexico,2026,Education,93.386,14.24
Netherlands,1946,Education,0.287,12.07
Netherlands,1947,Education,0.301,12.07
Netherlands,1948,Education,0.316,12.07
Netherlands,1949,Education,0.332,12.07
Netherlands,1950,Education,0.349,12.07
Netherlands,1951,Education,0.366,12.07
Netherlands,1952,Education,0.385,12.07
Netherlands,1953,Education,0.404,12.07
Netherlands,1954,Education,0.424,12.07
Netherlands,1955,Education,0.445,12.07
Netherlands,1956,Education,0.468,12.07
Netherlands,1957,Education,0.491,12.07
Netherlands,1958,Education,0.515,12.07
Netherlands,1959,Education,0.541,12.07
Netherlands,1960,Education,0.568,12.07
Netherlands,1961,Education,0.625,12.07
Netherlands,1962,Education,0.678,12.07
Netherlands,1963,Education,0.736,12.07
Netherlands,1964,Education,0.866,12.07
Netherlands,1965,Education,0.972,12.07
Netherlands,1966,Education,1.059,12.07
Netherlands,1967,Education,1.161,12.07
Netherlands,1968,Education,1.288,12.07
Netherlands,1969,Education,1.458,12.07
Netherlands,1970,Education,1.635,12.07
Netherlands,1971,Education,1.91,12.07
Netherlands,1972,Education,2.344,12.07
Netherlands,1973,Education,3.078,12.07
Netherlands,1974,Education,3.837,12.07
Netherlands,1975,Education,5.012,12.07
Netherlands,1976,Education,5.489,12.07
Netherlands,1977,Education,6.599,12.07
Netherlands,1978,Education,8.293,12.07
Netherlands,1979,Education,9.855,12.07
Netherlands,1980,Education,10.904,12.07
Netherlands,1981,Education,9.421,12.07
Netherlands,1982,Education,9.09,11.41
Netherlands,1983,Education,8.335,10.64
Netherlands,1984,Education,7.113,9.87
Netherlands,1985,Education,7.456,10.5
Netherlands,1986,Education,10.78,10.83
Netherlands,1987,Education,14.073,11.3
Netherlands,1988,Education,13.463,10.56
Netherlands,1989,Education,13.338,10.99
Netherlands,1990,Education,16.139,10.99
Netherlands,1991,Education,16.85,11.07
Netherlands,1992,Education,16.483,9.67
Netherlands,1993,Education,16.151,9.67
Netherlands,1994,Education,16.759,9.56
Netherlands,1995,Education,21.646,9.67
Netherlands,1996,Education,16.778,8.7
Netherlands,1997,Education,17.715,10.16
Netherlands,1998,Education,17.942,10.16
Netherlands,1999,Education,17.726,10.16
Netherlands,2000,Education,16.832,10.61
Netherlands,2001,Education,17.802,10.64
Netherlands,2002,Education,19.785,10.69
Netherlands,2003,Education,25.477,10.97
Netherlands,2004,Education,29.169,11.28
Netherlands,2005,Education,30.756,11.72
Netherlands,2006,Education,32.812,11.42
Netherlands,2007,Education,36.765,11.23
Netherlands,2008,Education,42.215,11.29
Netherlands,2009,Education,41.902,11.12
Netherlands,2010,Education,41.127,11.17
Netherlands,2011,Education,44.084,11.34
Netherlands,2012,Education,40.817,11.27
Netherlands,2013,Education,44.002,11.54
Netherlands,2014,Education,44.43,11.56
Netherlands,2015,Education,37.334,11.66
Netherlands,2016,Education,39.209,12.27
Netherlands,2017,Education,39.275,11.9
Netherlands,2018,Education,44.544,12.41
Netherlands,2019,Education,42.515,12.01
Netherlands,2020,Education,45.14,11.07
Netherlands,2021,Education,52.494,11.72
Netherlands,2022,Education,50.117,11.97
Netherlands,2023,Education,55.211,11.97
Netherlands,2024,Education,59.026,11.97
Netherlands,2025,Education,64.804,11.97
Netherlands,2026,Education,67.072,11.97
New Zealand,1946,Education,0.068,8.19
New Zealand,1947,Education,0.072,8.19
New Zealand,1948,Education,0.075,8.19
New Zealand,1949,Education,0.079,8.19
New Zealand,1950,Education,0.083,8.19
New Zealand,1951,Education,0.087,8.19
New Zealand,1952,Education,0.091,8.19
New Zealand,1953,Education,0.096,8.19
New Zealand,1954,Education,0.101,8.19
New Zealand,1955,Education,0.106,8.19
New Zealand,1956,Education,0.111,8.19
New Zealand,1957,Education,0.116,8.19
New Zealand,1958,Education,0.122,8.19
New Zealand,1959,Education,0.128,8.19
New Zealand,1960,Education,0.135,8.19
New Zealand,1961,Education,0.139,8.19
New Zealand,1962,Education,0.149,8.19
New Zealand,1963,Education,0.163,8.19
New Zealand,1964,Education,0.179,8.19
New Zealand,1965,Education,0.139,8.19
New Zealand,1966,Education,0.144,8.19
New Zealand,1967,Education,0.147,8.19
New Zealand,1968,Education,0.127,8.19
New Zealand,1969,Education,0.142,8.19
New Zealand,1970,Education,0.158,8.19
New Zealand,1971,Education,0.193,8.19
New Zealand,1972,Education,0.233,8.19
New Zealand,1973,Education,0.314,8.19
New Zealand,1974,Education,0.363,8.19
New Zealand,1975,Education,0.38,8.19
New Zealand,1976,Education,0.365,8.19
New Zealand,1977,Education,0.456,8.19
New Zealand,1978,Education,0.595,8.19
New Zealand,1979,Education,0.66,8.19
New Zealand,1980,Education,0.764,8.19
New Zealand,1981,Education,0.831,8.19
New Zealand,1982,Education,0.846,8.19
New Zealand,1983,Education,0.836,8.19
New Zealand,1984,Education,0.757,8.19
New Zealand,1985,Education,0.838,8.19
New Zealand,1986,Education,1.065,8.09
New Zealand,1987,Education,1.691,8.88
New Zealand,1988,Education,1.971,9.7
New Zealand,1989,Education,1.613,10.14
New Zealand,1990,Education,2.32,14.08
New Zealand,1991,Education,2.179,14.08
New Zealand,1992,Education,2.124,14.08
New Zealand,1993,Education,2.385,14.08
New Zealand,1994,Education,2.82,14.08
New Zealand,1995,Education,3.241,14
New Zealand,1996,Education,4.089,16.1
New Zealand,1997,Education,3.778,15.79
New Zealand,1998,Education,3.305,16.23
New Zealand,1999,Education,3.454,16.23
New Zealand,2000,Education,2.822,14.81
New Zealand,2001,Education,3.036,15.56
New Zealand,2002,Education,3.656,15.56
New Zealand,2003,Education,4.92,15.56
New Zealand,2004,Education,5.648,15.56
New Zealand,2005,Education,6.348,15.56
New Zealand,2006,Education,6.252,15.56
New Zealand,2007,Education,7.671,15.56
New Zealand,2008,Education,7.76,15.56
New Zealand,2009,Education,7.399,15.56
New Zealand,2010,Education,8.958,15.56
New Zealand,2011,Education,12.048,15.56
New Zealand,2012,Education,11.024,15.56
New Zealand,2013,Education,11.282,15.56
New Zealand,2014,Education,11.612,15.53
New Zealand,2015,Education,10.025,15.55
New Zealand,2016,Education,10.24,15.37
New Zealand,2017,Education,10.669,15.04
New Zealand,2018,Education,10.516,14.56
New Zealand,2019,Education,9.9,13.47
New Zealand,2020,Education,12.104,13.62
New Zealand,2021,Education,13.186,13.46
New Zealand,2022,Education,12.829,12.61
New Zealand,2023,Education,13.296,12.73
New Zealand,2024,Education,13.562,12.73
New Zealand,2025,Education,13.695,12.73
New Zealand,2026,Education,14.174,12.73
Nigeria,1946,Education,0.022,8.55
Nigeria,1947,Education,0.023,8.55
Nigeria,1948,Education,0.024,8.55
Nigeria,1949,Education,0.025,8.55
Nigeria,1950,Education,0.026,8.55
Nigeria,1951,Education,0.028,8.55
Nigeria,1952,Education,0.029,8.55
Nigeria,1953,Education,0.031,8.55
Nigeria,1954,Education,0.032,8.55
Nigeria,1955,Education,0.034,8.55
Nigeria,1956,Education,0.035,8.55
Nigeria,1957,Education,0.037,8.55
Nigeria,1958,Education,0.039,8.55
Nigeria,1959,Education,0.041,8.55
Nigeria,1960,Education,0.043,8.55
Nigeria,1961,Education,0.046,8.55
Nigeria,1962,Education,0.05,8.55
Nigeria,1963,Education,0.053,8.55
Nigeria,1964,Education,0.057,8.55
Nigeria,1965,Education,0.06,8.55
Nigeria,1966,Education,0.065,8.55
Nigeria,1967,Education,0.053,8.55
Nigeria,1968,Education,0.053,8.55
Nigeria,1969,Education,0.068,8.55
Nigeria,1970,Education,0.129,8.55
Nigeria,1971,Education,0.094,8.55
Nigeria,1972,Education,0.126,8.55
Nigeria,1973,Education,0.156,8.55
Nigeria,1974,Education,0.255,8.55
Nigeria,1975,Education,0.285,8.55
Nigeria,1976,Education,0.373,8.55
Nigeria,1977,Education,0.37,8.55
Nigeria,1978,Education,0.375,8.55
Nigeria,1979,Education,0.485,8.55
Nigeria,1980,Education,0.659,8.55
Nigeria,1981,Education,1.688,8.55
Nigeria,1982,Education,1.465,8.55
Nigeria,1983,Education,0.996,8.55
Nigeria,1984,Education,0.754,8.55
Nigeria,1985,Education,0.757,8.55
Nigeria,1986,Education,0.562,8.55
Nigeria,1987,Education,0.54,8.55
Nigeria,1988,Education,0.509,8.55
Nigeria,1989,Education,0.451,8.55
Nigeria,1990,Education,0.554,8.55
Nigeria,1991,Education,0.611,8.55
Nigeria,1992,Education,0.534,8.55
Nigeria,1993,Education,0.582,8.55
Nigeria,1994,Education,0.825,8.55
Nigeria,1995,Education,1.446,8.55
Nigeria,1996,Education,1.906,8.55
Nigeria,1997,Education,2.061,8.55
Nigeria,1998,Education,2.241,8.55
Nigeria,1999,Education,0.607,8.55
Nigeria,2000,Education,0.71,8.55
Nigeria,2001,Education,0.755,8.55
Nigeria,2002,Education,0.975,8.55
Nigeria,2003,Education,1.075,8.55
Nigeria,2004,Education,1.393,8.55
Nigeria,2005,Education,1.802,8.55
Nigeria,2006,Education,2.447,8.55
Nigeria,2007,Education,2.855,8.55
Nigeria,2008,Education,3.483,8.55
Nigeria,2009,Education,3.027,8.55
Nigeria,2010,Education,3.765,8.55
Nigeria,2011,Education,4.252,8.55
Nigeria,2012,Education,4.76,8.55
Nigeria,2013,Education,5.418,8.68
Nigeria,2014,Education,6.229,9.04
Nigeria,2015,Education,5.479,9.26
Nigeria,2016,Education,3.229,6.65
Nigeria,2017,Education,2.759,6.12
Nigeria,2018,Education,3.006,5.94
Nigeria,2019,Education,4.691,5.85
Nigeria,2020,Education,3.685,5.13
Nigeria,2021,Education,3.757,5.14
Nigeria,2022,Education,3.338,4.3
Nigeria,2023,Education,2.135,3.65
Nigeria,2024,Education,0.902,2.98
Nigeria,2025,Education,1.04,2.98
Nigeria,2026,Education,1.076,2.98
Pakistan,1946,Education,0.033,7.8
Pakistan,1947,Education,0.035,7.8
Pakistan,1948,Education,0.036,7.8
Pakistan,1949,Education,0.038,7.8
Pakistan,1950,Education,0.04,7.8
Pakistan,1951,Education,0.042,7.8
Pakistan,1952,Education,0.044,7.8
Pakistan,1953,Education,0.046,7.8
Pakistan,1954,Education,0.049,7.8
Pakistan,1955,Education,0.051,7.8
Pakistan,1956,Education,0.054,7.8
Pakistan,1957,Education,0.056,7.8
Pakistan,1958,Education,0.059,7.8
Pakistan,1959,Education,0.062,7.8
Pakistan,1960,Education,0.065,7.8
Pakistan,1961,Education,0.072,7.8
Pakistan,1962,Education,0.075,7.8
Pakistan,1963,Education,0.081,7.8
Pakistan,1964,Education,0.091,7.8
Pakistan,1965,Education,0.103,7.8
Pakistan,1966,Education,0.114,7.8
Pakistan,1967,Education,0.13,7.8
Pakistan,1968,Education,0.14,7.8
Pakistan,1969,Education,0.151,7.8
Pakistan,1970,Education,0.175,7.8
Pakistan,1971,Education,0.186,7.8
Pakistan,1972,Education,0.164,7.8
Pakistan,1973,Education,0.111,7.8
Pakistan,1974,Education,0.155,7.8
Pakistan,1975,Education,0.196,7.8
Pakistan,1976,Education,0.229,7.8
Pakistan,1977,Education,0.264,7.8
Pakistan,1978,Education,0.31,7.8
Pakistan,1979,Education,0.343,7.8
Pakistan,1980,Education,0.412,7.8
Pakistan,1981,Education,0.49,7.8
Pakistan,1982,Education,0.535,7.8
Pakistan,1983,Education,0.5,7.8
Pakistan,1984,Education,0.543,7.8
Pakistan,1985,Education,0.543,7.8
Pakistan,1986,Education,0.556,7.8
Pakistan,1987,Education,0.581,7.8
Pakistan,1988,Education,0.67,7.8
Pakistan,1989,Education,0.7,7.8
Pakistan,1990,Education,0.697,7.8
Pakistan,1991,Education,0.795,7.8
Pakistan,1992,Education,0.852,7.8
Pakistan,1993,Education,0.903,7.8
Pakistan,1994,Education,1.096,9.38
Pakistan,1995,Education,1.396,10.31
Pakistan,1996,Education,1.424,10.07
Pakistan,1997,Education,1.638,11.75
Pakistan,1998,Education,1.529,11.31
Pakistan,1999,Education,1.53,11.31
Pakistan,2000,Education,1.22,8.49
Pakistan,2001,Education,1.576,11.23
Pakistan,2002,Education,1.589,11.23
Pakistan,2003,Education,1.823,11.23
Pakistan,2004,Education,2.145,11.23
Pakistan,2005,Education,2.891,13.78
Pakistan,2006,Education,3.575,15.29
Pakistan,2007,Education,4.11,15.45
Pakistan,2008,Education,4.119,14.1
Pakistan,2009,Education,3.269,12.08
Pakistan,2010,Education,3.37,11.86
Pakistan,2011,Education,3.638,10.92
Pakistan,2012,Education,3.989,11.04
Pakistan,2013,Education,4.301,11.51
Pakistan,2014,Education,4.43,11.3
Pakistan,2015,Education,5.716,13.19
Pakistan,2016,Education,6.823,15.06
Pakistan,2017,Education,7.125,14.54
Pakistan,2018,Education,6.271,12.19
Pakistan,2019,Education,5.373,11.59
Pakistan,2020,Education,4.687,10.8
Pakistan,2021,Education,3.937,7.82
Pakistan,2022,Education,5.091,9.4
Pakistan,2023,Education,4.747,9.76
Pakistan,2024,Education,5.241,9.76
Pakistan,2025,Education,5.743,9.76
Pakistan,2026,Education,5.944,9.76
Peru,1946,Education,0.032,15.25
Peru,1947,Education,0.034,15.25
Peru,1948,Education,0.035,15.25
Peru,1949,Education,0.037,15.25
Peru,1950,Education,0.039,15.25
Peru,1951,Education,0.041,15.25
Peru,1952,Education,0.043,15.25
Peru,1953,Education,0.045,15.25
Peru,1954,Education,0.047,15.25
Peru,1955,Education,0.05,15.25
Peru,1956,Education,0.052,15.25
Peru,1957,Education,0.055,15.25
Peru,1958,Education,0.057,15.25
Peru,1959,Education,0.06,15.25
Peru,1960,Education,0.063,15.25
Peru,1961,Education,0.071,15.25
Peru,1962,Education,0.081,15.25
Peru,1963,Education,0.089,15.25
Peru,1964,Education,0.107,15.25
Peru,1965,Education,0.127,15.25
Peru,1966,Education,0.15,15.25
Peru,1967,Education,0.153,15.25
Peru,1968,Education,0.141,15.25
Peru,1969,Education,0.158,15.25
Peru,1970,Education,0.183,15.25
Peru,1971,Education,0.204,15.25
Peru,1972,Education,0.226,15.25
Peru,1973,Education,0.282,15.25
Peru,1974,Education,0.317,15.25
Peru,1975,Education,0.448,15.25
Peru,1976,Education,0.447,15.25
Peru,1977,Education,0.374,15.25
Peru,1978,Education,0.381,15.25
Peru,1979,Education,0.414,15.25
Peru,1980,Education,0.662,15.25
Peru,1981,Education,0.733,15.25
Peru,1982,Education,0.697,15.25
Peru,1983,Education,0.618,15.25
Peru,1984,Education,0.597,15.25
Peru,1985,Education,0.5,15.25
Peru,1986,Education,0.721,15.25
Peru,1987,Education,1.138,15.25
Peru,1988,Education,0.397,15.25
Peru,1989,Education,0.568,15.25
Peru,1990,Education,1,15.25
Peru,1991,Education,0.974,15.25
Peru,1992,Education,1.201,15.25
Peru,1993,Education,1.038,15.25
Peru,1994,Education,1.348,15.25
Peru,1995,Education,1.816,15.25
Peru,1996,Education,1.834,15.25
Peru,1997,Education,1.882,15.25
Peru,1998,Education,1.828,15.25
Peru,1999,Education,1.741,15.25
Peru,2000,Education,1.855,15.25
Peru,2001,Education,1.793,14.8
Peru,2002,Education,1.795,14.58
Peru,2003,Education,1.953,14.66
Peru,2004,Education,2.262,15.27
Peru,2005,Education,2.498,14.28
Peru,2006,Education,2.713,14.04
Peru,2007,Education,3.346,14.14
Peru,2008,Education,3.944,14.38
Peru,2009,Education,4.147,14.55
Peru,2010,Education,4.527,13.49
Peru,2011,Education,5.233,13.54
Peru,2012,Education,6.331,14.37
Peru,2013,Education,7.409,15.22
Peru,2014,Education,8.532,16.23
Peru,2015,Education,8.78,17.62
Peru,2016,Education,8.431,17.94
Peru,2017,Education,9.942,18.32
Peru,2018,Education,9.691,17.15
Peru,2019,Education,10.677,17.73
Peru,2020,Education,11.019,15.93
Peru,2021,Education,11.035,16.72
Peru,2022,Education,11.819,16.47
Peru,2023,Education,14.736,18.86
Peru,2024,Education,16.338,19.21
Peru,2025,Education,18.752,19.21
Peru,2026,Education,19.408,19.21
Philippines,1946,Education,0.125,15.24
Philippines,1947,Education,0.131,15.24
Philippines,1948,Education,0.137,15.24
Philippines,1949,Education,0.144,15.24
Philippines,1950,Education,0.152,15.24
Philippines,1951,Education,0.159,15.24
Philippines,1952,Education,0.167,15.24
Philippines,1953,Education,0.175,15.24
Philippines,1954,Education,0.184,15.24
Philippines,1955,Education,0.193,15.24
Philippines,1956,Education,0.203,15.24
Philippines,1957,Education,0.213,15.24
Philippines,1958,Education,0.224,15.24
Philippines,1959,Education,0.235,15.24
Philippines,1960,Education,0.247,15.24
Philippines,1961,Education,0.268,15.24
Philippines,1962,Education,0.163,15.24
Philippines,1963,Education,0.181,15.24
Philippines,1964,Education,0.196,15.24
