COUNTRY,YEAR,TOTAL_BUDGET,PCT_DEFENSE,PCT_EDUCATION,PCT_HEALTH,PCT_SOCIAL_WELFARE,PCT_INFRASTRUCTURE,PCT_AGRICULTURE,PCT_INTEREST,PCT_STATE_TRANSFERS,PCT_ADMIN,AMT_DEFENSE,AMT_EDUCATION,AMT_HEALTH,AMT_SOCIAL_WELFARE,AMT_INFRASTRUCTURE
Greece,1951,0.544,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.059,0.046,0.052,0.125,0.053
Greece,1952,0.571,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.062,0.048,0.055,0.131,0.056
Greece,1953,0.6,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.065,0.05,0.058,0.137,0.059
Greece,1954,0.63,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.068,0.053,0.061,0.144,0.062
Greece,1955,0.661,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.071,0.055,0.064,0.151,0.065
Greece,1956,0.694,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.075,0.058,0.067,0.159,0.068
Greece,1957,0.729,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.079,0.061,0.07,0.167,0.072
Greece,1958,0.765,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.083,0.064,0.074,0.175,0.075
Greece,1959,0.804,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.087,0.067,0.077,0.184,0.079
Greece,1960,0.844,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.091,0.071,0.081,0.193,0.083
Greece,1961,0.966,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.104,0.081,0.093,0.221,0.095
Greece,1962,1.015,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.11,0.085,0.098,0.232,0.1
Greece,1963,1.148,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.124,0.096,0.11,0.263,0.113
Greece,1964,1.298,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.14,0.109,0.125,0.297,0.127
Greece,1965,1.497,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.162,0.125,0.144,0.343,0.147
Greece,1966,1.672,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.181,0.14,0.161,0.383,0.164
Greece,1967,1.806,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.195,0.151,0.174,0.413,0.177
Greece,1968,1.964,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.212,0.165,0.189,0.45,0.193
Greece,1969,2.261,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.244,0.189,0.217,0.518,0.222
Greece,1970,2.558,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.277,0.214,0.246,0.586,0.251
Greece,1971,2.841,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.307,0.238,0.273,0.65,0.279
Greece,1972,3.287,10.81,8.38,9.61,22.9,9.81,6.54,5.77,13.09,13.09,0.355,0.275,0.316,0.753,0.322
Greece,1973,4.273,10.81,8.38,9.61,23.09,9.9,6.6,5.21,13.2,13.2,0.462,0.358,0.411,0.987,0.423
Greece,1974,5.581,10.81,8.38,9.61,22.94,9.83,6.56,5.64,13.11,13.11,0.603,0.468,0.536,1.28,0.549
Greece,1975,6.178,10.81,8.38,9.61,22.84,9.79,6.53,5.93,13.05,13.05,0.668,0.518,0.594,1.411,0.605
Greece,1976,7.296,10.81,8.38,9.61,22.72,9.74,6.49,6.29,12.98,12.98,0.789,0.611,0.701,1.658,0.711
Greece,1977,8.887,10.81,8.38,9.61,22.99,9.85,6.57,5.5,13.14,13.14,0.961,0.745,0.854,2.043,0.875
Greece,1978,10.791,10.81,8.38,9.61,22.86,9.8,6.53,5.88,13.06,13.06,1.167,0.904,1.037,2.467,1.058
Greece,1979,13.164,10.81,8.38,9.61,22.22,9.52,6.35,7.71,12.7,12.7,1.423,1.103,1.265,2.925,1.253
Greece,1980,14.709,10.81,8.38,9.61,21.76,9.33,6.22,9.01,12.44,12.44,1.59,1.233,1.413,3.201,1.372
Greece,1981,15.308,10.81,8.38,9.61,21.77,9.33,6.22,8.99,12.44,12.44,1.655,1.283,1.471,3.333,1.428
Greece,1982,22.261,10.81,7.66,9.61,23.69,10.15,6.77,4.22,13.54,13.54,2.406,1.705,2.139,5.274,2.26
Greece,1983,16.369,10.81,7.12,9.61,22.83,9.78,6.52,7.23,13.05,13.05,1.769,1.165,1.573,3.737,1.601
Greece,1984,18.149,10.81,7.55,9.61,21.51,9.22,6.15,10.56,12.29,12.29,1.962,1.37,1.744,3.904,1.673
Greece,1985,18.266,10.81,6.49,9.61,21.36,9.16,6.1,12.05,12.21,12.21,1.975,1.185,1.755,3.902,1.673
Greece,1986,21.412,10.81,6.49,9.61,20.74,8.89,5.93,13.82,11.85,11.85,2.315,1.39,2.058,4.441,1.903
Greece,1987,27.269,10.81,6.2,9.61,20.54,8.8,5.87,14.68,11.74,11.74,2.948,1.691,2.621,5.601,2.4
Greece,1988,31.478,10.81,6.78,9.61,19.87,8.52,5.68,16.03,11.35,11.35,3.403,2.134,3.025,6.255,2.682
Greece,1989,36.649,9.43,7.18,9.61,20.69,8.87,5.91,14.66,11.82,11.82,3.456,2.631,3.522,7.583,3.251
Greece,1990,50.074,8.59,7.2,9.61,18.8,8.06,5.37,20.87,10.75,10.75,4.301,3.605,4.812,9.414,4.036
Greece,1991,55.821,8.62,6.29,9.61,19.42,8.32,5.55,19.98,11.1,11.1,4.812,3.511,5.364,10.84,4.644
Greece,1992,61.704,8.57,6.41,9.61,19.4,8.31,5.54,19.98,11.09,11.09,5.288,3.955,5.93,11.971,5.128
Greece,1993,57.767,8.12,6.41,9.61,19.56,8.38,5.59,19.98,11.18,11.18,4.691,3.703,5.551,11.299,4.841
Greece,1994,61.904,8.45,6.41,9.61,19.44,8.33,5.55,19.98,11.11,11.11,5.231,3.968,5.949,12.034,5.157
Greece,1995,72.669,6.64,6.41,9.61,20.08,8.6,5.74,19.98,11.47,11.47,4.825,4.658,6.984,14.592,6.25
Greece,1996,76.528,7.02,6.41,9.61,19.94,8.55,5.7,19.98,11.4,11.4,5.372,4.905,7.354,15.26,6.543
Greece,1997,73.435,7.31,6.41,9.61,19.84,8.5,5.67,19.98,11.34,11.34,5.368,4.707,7.057,14.57,6.242
Greece,1998,74.606,7.4,6.41,9.61,20.4,8.74,5.83,18.29,11.66,11.66,5.521,4.782,7.17,15.22,6.521
Greece,1999,72.079,7.28,6.56,9.61,20.38,8.73,5.82,18.32,11.65,11.65,5.247,4.728,6.927,14.69,6.293
Greece,2000,67.61,7.46,6.96,9.61,21.03,9.01,6.01,15.88,12.02,12.02,5.044,4.706,6.497,14.218,6.092
Greece,2001,69.962,7.07,7.32,10.98,20.93,8.97,5.98,14.84,11.96,11.96,4.946,5.121,7.682,14.643,6.276
Greece,2002,78.516,6.72,7.48,10.87,21.47,9.2,6.14,13.58,12.27,12.27,5.276,5.873,8.535,16.857,7.224
Greece,2003,102.861,5.35,7.36,10.86,22.54,9.66,6.44,12.02,12.88,12.88,5.503,7.571,11.171,23.185,9.936
Greece,2004,126.647,5.47,7.7,9.97,22.96,9.84,6.56,11.26,13.12,13.12,6.928,9.752,12.627,29.078,12.462
Greece,2005,128.751,6.23,8.7,11.44,21.84,9.36,6.24,11.24,12.48,12.48,8.021,11.201,14.729,28.119,12.051
Greece,2006,140.353,6.17,7.1,11.28,22.65,9.71,6.47,10.75,12.94,12.94,8.66,9.965,15.832,31.79,13.628
Greece,2007,169.912,5.69,7.1,11.3,22.88,9.8,6.54,10.54,13.07,13.07,9.668,12.064,19.2,38.876,16.651
Greece,2008,203.239,5.87,7.1,11.34,22.8,9.77,6.51,10.54,13.03,13.03,11.93,14.43,23.047,46.338,19.856
Greece,2009,205.439,5.96,7.1,11.88,22.72,9.74,6.49,10.15,12.98,12.98,12.244,14.586,24.406,46.676,20.01
Greece,2010,183.134,5.19,7.1,12.49,22.12,9.48,6.32,12.01,12.64,12.64,9.505,13.002,22.873,40.509,17.361
Greece,2011,187.679,4.58,7.1,10.96,22.2,9.51,6.34,13.93,12.69,12.69,8.596,13.325,20.57,41.665,17.848
Greece,2012,165.755,4.51,7.1,9.93,24.16,10.35,6.9,9.43,13.8,13.8,7.476,11.769,16.459,40.046,17.156
Greece,2013,175.552,4.51,7.1,8.19,25.65,10.99,7.33,6.9,14.66,14.66,7.917,12.464,14.378,45.029,19.293
Greece,2014,140.751,4.6,7.1,8.77,24.92,10.68,7.12,8.34,14.24,14.24,6.475,9.993,12.344,35.075,15.032
Greece,2015,122.873,4.78,7.1,8.71,25.29,10.84,7.23,7.15,14.45,14.45,5.873,8.724,10.702,31.075,13.319
Greece,2016,114.107,5.12,7.14,8.81,25.2,10.8,7.2,6.93,14.4,14.4,5.842,8.147,10.053,28.755,12.324
Greece,2017,115.539,5.27,7.14,8.84,25.14,10.77,7.18,6.92,14.37,14.37,6.089,8.25,10.214,29.047,12.444
Greece,2018,123.895,5.56,7.36,8.59,24.91,10.67,7.12,7.32,14.23,14.23,6.889,9.119,10.643,30.862,13.22
Greece,2019,117.665,5.45,7.46,8.3,25.26,10.82,7.22,6.62,14.43,14.43,6.413,8.778,9.766,29.722,12.731
Greece,2020,134.411,5.1,6.39,8.54,26.12,11.19,7.46,5.35,14.92,14.92,6.855,8.589,11.479,35.108,15.041
Greece,2021,144.785,6.7,6.39,9.49,25.38,10.88,7.25,4.9,14.5,14.5,9.701,9.252,13.74,36.747,15.753
Greece,2022,133.948,7.58,6.39,8.65,25.27,10.83,7.22,5.17,14.44,14.44,10.153,8.559,11.586,33.849,14.507
Greece,2023,139,5.91,6.39,8.58,25.15,10.78,7.18,7.27,14.37,14.37,8.215,8.882,11.926,34.958,14.984
Greece,2024,146.605,6.58,6.39,8.58,24.91,10.68,7.12,7.27,14.24,14.24,9.647,9.368,12.579,36.519,15.657
Greece,2025,160.563,6.58,6.39,8.58,24.91,10.68,7.12,7.27,14.24,14.24,10.565,10.26,13.776,39.996,17.148
Greece,2026,166.183,6.58,6.39,8.58,24.91,10.68,7.12,7.27,14.24,14.24,10.935,10.619,14.259,41.396,17.748
India,1947,3.346,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.495,0.446,0.102,0.289,0.578
India,1948,3.514,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.519,0.468,0.107,0.303,0.606
India,1949,3.69,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.545,0.491,0.113,0.318,0.637
India,1950,3.874,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.573,0.516,0.118,0.334,0.669
India,1951,4.068,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.601,0.542,0.124,0.351,0.702
India,1952,4.271,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.631,0.569,0.13,0.369,0.737
India,1953,4.485,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.663,0.597,0.137,0.387,0.774
India,1954,4.709,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.696,0.627,0.144,0.406,0.813
India,1955,4.944,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.731,0.659,0.151,0.427,0.853
India,1956,5.192,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.767,0.692,0.158,0.448,0.896
India,1957,5.451,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.806,0.726,0.166,0.47,0.941
India,1958,5.724,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.846,0.762,0.175,0.494,0.988
India,1959,6.01,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.888,0.801,0.183,0.519,1.037
India,1960,6.31,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.933,0.841,0.192,0.545,1.089
India,1961,6.686,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,0.988,0.891,0.204,0.577,1.154
India,1962,7.185,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,1.062,0.957,0.219,0.62,1.24
India,1963,8.252,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,1.22,1.099,0.252,0.712,1.424
India,1964,9.625,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,1.423,1.282,0.294,0.831,1.661
India,1965,10.149,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,1.5,1.352,0.31,0.876,1.752
India,1966,7.768,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,1.148,1.035,0.237,0.67,1.341
India,1967,8.544,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,1.263,1.138,0.261,0.737,1.475
India,1968,9.046,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,1.337,1.205,0.276,0.781,1.561
India,1969,9.96,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,1.472,1.327,0.304,0.86,1.719
India,1970,10.637,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,1.572,1.417,0.324,0.918,1.836
India,1971,11.477,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,1.696,1.529,0.35,0.991,1.981
India,1972,12.178,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,1.8,1.622,0.371,1.051,2.102
India,1973,14.573,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,2.154,1.941,0.444,1.258,2.515
India,1974,16.96,14.78,13.32,3.05,8.63,17.26,8.63,11.31,8.63,14.38,2.507,2.259,0.517,1.464,2.927
India,1975,19.432,14.78,13.32,3.05,8.65,17.31,8.65,11.16,8.65,14.42,2.872,2.588,0.593,1.681,3.364
India,1976,21.305,14.78,13.32,3.05,8.49,16.98,8.49,12.25,8.49,14.15,3.149,2.838,0.65,1.809,3.618
India,1977,24.904,14.78,13.32,3.05,8.49,16.98,8.49,12.26,8.49,14.15,3.681,3.317,0.76,2.114,4.229
India,1978,30.195,14.78,13.32,3.05,8.35,16.7,8.35,13.17,8.35,13.92,4.463,4.022,0.921,2.521,5.043
India,1979,36.765,14.78,13.32,3.05,8.46,16.93,8.46,12.42,8.46,14.11,5.434,4.897,1.121,3.11,6.224
India,1980,42.55,14.78,13.32,3.05,8.36,16.73,8.36,13.1,8.36,13.94,6.289,5.668,1.298,3.557,7.119
India,1981,42.953,14.78,13.32,3.05,8.22,16.44,8.22,14.06,8.22,13.7,6.348,5.721,1.31,3.531,7.061
India,1982,46.843,14.78,13.32,3.05,8.05,16.09,8.05,15.21,8.05,13.41,6.923,6.24,1.429,3.771,7.537
India,1983,51.44,14.78,13.32,3.05,7.87,15.74,7.87,16.37,7.87,13.12,7.603,6.852,1.569,4.048,8.097
India,1984,54.411,14.78,13.32,3.05,7.77,15.54,7.77,17.03,7.77,12.95,8.042,7.248,1.66,4.228,8.456
India,1985,65.239,14.78,13.32,3.05,7.73,15.46,7.73,17.33,7.73,12.88,9.642,8.69,1.99,5.043,10.086
India,1986,74.525,14.78,13.32,3.05,7.67,15.34,7.67,17.71,7.67,12.78,11.015,9.927,2.273,5.716,11.432
India,1987,85.852,14.78,13.32,3.05,7.51,15.03,7.51,18.76,7.51,12.52,12.689,11.435,2.618,6.447,12.904
India,1988,89.82,14.78,13.32,3.05,7.32,14.65,7.32,20.03,7.32,12.2,13.275,11.964,2.74,6.575,13.159
India,1989,92.265,13.57,13.32,3.05,7.36,14.73,7.36,20.98,7.36,12.27,12.52,12.29,2.814,6.791,13.591
India,1990,96.985,12.4,13.32,3.05,7.33,14.66,7.33,22.36,7.33,12.22,12.026,12.918,2.958,7.109,14.218
India,1991,80.848,10.86,13.32,3.05,7.23,14.46,7.23,24.57,7.23,12.05,8.78,10.769,2.466,5.845,11.691
India,1992,85.015,10.31,13.32,3.05,7.21,14.42,7.21,25.25,7.21,12.02,8.765,11.324,2.593,6.13,12.259
India,1993,82.542,10.97,13.32,3.05,7,14,7,26,7,11.67,9.055,10.995,2.518,5.778,11.556
India,1994,93.261,10.35,13.32,3.05,6.85,13.7,6.85,27.63,6.85,11.41,9.653,12.422,2.844,6.388,12.777
India,1995,100.153,10.5,13.32,3.05,6.85,13.7,6.85,27.44,6.85,11.42,10.516,13.34,3.055,6.861,13.721
India,1996,107.955,10.33,13.32,3.05,6.77,13.55,6.77,28.14,6.77,11.29,11.152,14.38,3.293,7.309,14.628
India,1997,118.46,10.68,13.32,3.05,6.87,13.74,6.87,27.14,6.87,11.45,12.652,15.779,3.613,8.138,16.276
India,1998,118.461,10.66,14.16,3.05,6.52,13.04,6.52,28.68,6.52,10.86,12.628,16.774,3.613,7.724,15.447
India,1999,132.545,11.64,16.96,3.05,5.83,11.65,5.83,29.51,5.83,9.71,15.428,22.48,4.043,7.727,15.441
India,2000,140.853,11.5,16.73,3.05,5.86,11.72,5.86,29.65,5.86,9.77,16.198,23.565,4.296,8.254,16.508
India,2001,147.259,10.52,12.41,2.9,6.73,13.47,6.73,29.27,6.73,11.22,15.492,18.275,4.271,9.911,19.836
India,2002,161.306,9.88,12.41,2.77,6.94,13.87,6.94,28.69,6.94,11.56,15.937,20.018,4.468,11.195,22.373
India,2003,184.726,9.1,12.41,2.68,7.23,14.46,7.23,27.62,7.23,12.05,16.81,22.925,4.951,13.356,26.711
India,2004,209.42,10.12,11.2,2.65,7.56,15.12,7.56,25.64,7.56,12.6,21.193,23.455,5.55,15.832,31.664
India,2005,242.916,10.42,11.21,2.94,7.81,15.62,7.81,23.38,7.81,13.01,25.312,27.231,7.142,18.972,37.943
India,2006,278.695,9.48,11.69,2.89,8,16.01,8,22.58,8,13.34,26.42,32.579,8.054,22.296,44.619
India,2007,362.267,8.85,11.19,2.79,8.25,16.49,8.25,22.2,8.25,13.74,32.061,40.538,10.107,29.887,59.738
India,2008,403.038,8.89,11.19,2.8,8.61,17.22,8.61,19.73,8.61,14.35,35.83,45.1,11.285,34.702,69.403
India,2009,441.269,10.31,11.19,3.12,8.4,16.8,8.4,19.37,8.4,14,45.495,49.378,13.768,37.067,74.133
India,2010,539.675,9.86,11.83,3.11,8.54,17.07,8.54,18.28,8.54,14.23,53.212,63.844,16.784,46.088,92.123
India,2011,515.468,9.59,13.56,3.38,8.29,16.58,8.29,18.2,8.29,13.82,49.433,69.897,17.423,42.732,85.465
India,2012,576.568,9.27,13.99,3.44,8.08,16.15,8.08,19.46,8.08,13.46,53.448,80.662,19.834,46.587,93.116
India,2013,602.843,9.3,14.05,3.24,8.09,16.18,8.09,19.49,8.09,13.48,56.064,84.699,19.532,48.77,97.54
India,2014,589.029,9.5,15.72,3.25,7.54,15.09,7.54,21.24,7.54,12.57,55.958,92.595,19.143,44.413,88.884
India,2015,620.89,8.83,15.69,3.38,7.71,15.42,7.71,20.71,7.71,12.85,54.825,97.418,20.986,47.871,95.741
India,2016,683.876,9.08,15.72,3.39,7.71,15.43,7.71,20.39,7.71,12.85,62.096,107.505,23.183,52.727,105.522
India,2017,807.874,9.39,15.81,3.66,7.7,15.39,7.7,19.83,7.7,12.83,75.859,127.725,29.568,62.206,124.332
India,2018,826.137,9.1,16.64,3.68,7.68,15.36,7.68,19.4,7.68,12.8,75.178,137.469,30.402,63.447,126.895
India,2019,759.616,9.32,14.82,3.85,7.32,14.63,7.32,23.23,7.32,12.2,70.796,112.575,29.245,55.604,111.132
India,2020,716.552,8.76,15.99,3.69,7.25,14.5,7.25,23.23,7.25,12.08,62.77,114.577,26.441,51.95,103.9
India,2021,848.464,8.04,14.92,4.46,7.4,14.81,7.4,23.23,7.4,12.34,68.217,126.591,37.841,62.786,125.658
India,2022,870.609,7.99,14.16,4.71,7.49,14.97,7.49,23.23,7.49,12.48,69.562,123.278,41.006,65.209,130.33
India,2023,937.84,7.9,14.16,4.59,7.52,15.04,7.52,23.23,7.52,12.53,74.089,132.798,43.047,70.526,141.051
India,2024,1007.465,7.63,14.16,4.59,7.56,15.12,7.56,23.23,7.56,12.6,76.87,142.657,46.243,76.164,152.329
India,2025,1059.771,7.63,14.16,4.59,7.56,15.12,7.56,23.23,7.56,12.6,80.861,150.064,48.643,80.119,160.237
India,2026,1155.15,7.63,14.16,4.59,7.56,15.12,7.56,23.23,7.56,12.6,88.138,163.569,53.021,87.329,174.659
Indonesia,1946,0.293,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.021,0.017,0.011,0.035,0.07
Indonesia,1947,0.307,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.022,0.018,0.011,0.037,0.074
Indonesia,1948,0.323,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.023,0.019,0.012,0.039,0.077
Indonesia,1949,0.339,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.024,0.02,0.012,0.041,0.081
Indonesia,1950,0.356,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.026,0.021,0.013,0.043,0.085
Indonesia,1951,0.373,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.027,0.022,0.013,0.045,0.089
Indonesia,1952,0.392,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.028,0.023,0.014,0.047,0.094
Indonesia,1953,0.412,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.03,0.024,0.015,0.049,0.099
Indonesia,1954,0.432,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.031,0.025,0.016,0.052,0.104
Indonesia,1955,0.454,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.033,0.027,0.016,0.054,0.109
Indonesia,1956,0.477,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.034,0.028,0.017,0.057,0.114
Indonesia,1957,0.5,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.036,0.029,0.018,0.06,0.12
Indonesia,1958,0.526,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.038,0.031,0.019,0.063,0.126
Indonesia,1959,0.552,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.04,0.032,0.02,0.066,0.132
Indonesia,1960,0.579,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.042,0.034,0.021,0.069,0.139
Indonesia,1961,0.608,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.044,0.036,0.022,0.073,0.146
Indonesia,1962,0.639,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.046,0.037,0.023,0.076,0.153
Indonesia,1963,0.671,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.048,0.039,0.024,0.08,0.161
Indonesia,1964,0.704,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.051,0.041,0.025,0.084,0.169
Indonesia,1965,0.739,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.053,0.043,0.027,0.089,0.177
Indonesia,1966,0.776,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.056,0.045,0.028,0.093,0.186
Indonesia,1967,0.815,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.059,0.048,0.029,0.098,0.195
Indonesia,1968,1.018,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.073,0.06,0.037,0.122,0.244
Indonesia,1969,1.199,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.086,0.07,0.043,0.144,0.287
Indonesia,1970,1.316,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.095,0.077,0.047,0.158,0.315
Indonesia,1971,1.343,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.097,0.079,0.048,0.161,0.321
Indonesia,1972,1.582,7.19,5.86,3.59,11.97,23.94,11.97,3.57,11.97,19.95,0.114,0.093,0.057,0.189,0.379
Indonesia,1973,2.539,7.19,5.86,3.59,11.93,23.87,11.93,3.8,11.93,19.89,0.183,0.149,0.091,0.303,0.606
Indonesia,1974,4.709,7.19,5.86,3.59,12.13,24.27,12.13,2.47,12.13,20.22,0.339,0.276,0.169,0.571,1.143
Indonesia,1975,5.577,7.19,5.86,3.59,12.16,24.31,12.16,2.32,12.16,20.26,0.401,0.327,0.2,0.678,1.356
Indonesia,1976,6.64,7.19,5.86,3.59,11.82,23.64,11.82,4.55,11.82,19.7,0.477,0.389,0.238,0.785,1.57
Indonesia,1977,7.753,7.19,5.86,3.59,11.71,23.43,11.71,5.27,11.71,19.52,0.557,0.454,0.278,0.908,1.817
Indonesia,1978,8.801,7.19,5.86,3.59,11.24,22.48,11.24,8.44,11.24,18.73,0.633,0.516,0.316,0.989,1.979
Indonesia,1979,9.405,7.19,5.86,3.59,11.03,22.06,11.03,9.84,11.03,18.38,0.676,0.551,0.338,1.037,2.075
Indonesia,1980,13.539,7.19,5.86,3.59,11.53,23.05,11.53,6.52,11.53,19.21,0.973,0.793,0.486,1.561,3.121
Indonesia,1981,16.225,7.19,5.86,3.59,11.57,23.13,11.57,6.24,11.57,19.28,1.167,0.951,0.582,1.877,3.753
Indonesia,1982,16.861,7.19,5.86,3.59,11.24,22.48,11.24,8.41,11.24,18.74,1.212,0.988,0.605,1.895,3.79
Indonesia,1983,14.956,7.19,5.86,3.59,10.69,21.37,10.69,12.12,10.69,17.81,1.075,0.876,0.537,1.599,3.196
Indonesia,1984,14.727,7.19,5.86,3.59,10.46,20.92,10.46,13.62,10.46,17.43,1.059,0.863,0.529,1.54,3.081
Indonesia,1985,16.056,7.19,5.86,3.59,10.63,21.25,10.63,12.52,10.63,17.71,1.154,0.941,0.576,1.707,3.412
Indonesia,1986,16.158,7.19,5.86,3.59,9.98,19.97,9.98,16.8,9.98,16.64,1.162,0.947,0.58,1.613,3.227
Indonesia,1987,12.451,7.19,5.86,3.59,9.03,18.06,9.03,23.15,9.03,15.05,0.895,0.73,0.447,1.124,2.249
Indonesia,1988,13.062,7.19,5.86,3.59,8.37,16.73,8.37,27.58,8.37,13.94,0.939,0.765,0.469,1.093,2.185
Indonesia,1989,15.083,7.19,5.86,3.59,8.77,17.54,8.77,24.89,8.77,14.62,1.084,0.884,0.541,1.323,2.646
Indonesia,1990,18.622,7.19,5.86,3.59,9.47,18.94,9.47,20.22,9.47,15.78,1.339,1.091,0.669,1.763,3.527
Indonesia,1991,18.075,7.19,5.86,3.59,9.83,19.65,9.83,17.85,9.83,16.38,1.3,1.059,0.649,1.777,3.552
Indonesia,1992,20.677,7.19,5.86,3.59,9.85,19.7,9.85,17.7,9.85,16.42,1.487,1.212,0.742,2.037,4.073
Indonesia,1993,23.338,7.19,5.86,3.59,9.81,19.62,9.81,17.96,9.81,16.35,1.678,1.368,0.838,2.289,4.579
Indonesia,1994,24.359,7.75,5.86,3.59,9.45,18.89,9.45,19.82,9.45,15.74,1.888,1.427,0.875,2.302,4.602
Indonesia,1995,27.072,8.52,6.15,3.59,9.84,19.68,9.84,16.15,9.84,16.4,2.307,1.665,0.972,2.664,5.328
Indonesia,1996,32.496,9.09,7.5,3.59,10.23,20.45,10.23,11.64,10.23,17.04,2.954,2.437,1.167,3.324,6.645
